question,distractor_type,meteor_score,semantic_similarity,grammar_score,diversity_score,subject
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.0,0.4061674,1.0,0.3858558997805422,professional_medicine
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.07840378,0.8333333333333334,0.7190258941143597,professional_medicine
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.3216238,1.0,0.6736664749658773,philosophy
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.09344598054275473,0.42353034,1.0,0.2705668394001863,philosophy
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.4791666666666667,0.8134386,1.0,0.3808274505976672,nutrition
What is the recency effect in memory?,syntax_manipulations,0.6544540535073079,0.75575095,1.0,0.08205831700246746,high_school_psychology
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.23193027210884354,0.36418295,1.0,0.19457925562599573,high_school_world_history
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.0,0.29889476,1.0,0.6139782835602675,college_computer_science
What is the primary role of fiber in the diet?,syntax_manipulations,0.0617283950617284,0.31684104,1.0,0.6661104880144584,nutrition
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.49194157,1.0,0.42752083527521717,high_school_psychology
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.3125,0.57805437,1.0,0.6277442230524387,professional_medicine
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.16666666666666666,0.62067777,0.5,0.39732804036341657,high_school_physics
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.8175617283950617,0.8599274,0.5,0.2042625448145342,high_school_mathematics
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.19872369,0.8333333333333334,0.31350975764125094,high_school_physics
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.1263083,1.0,0.36628650803997553,professional_medicine
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.44025499575452637,0.68697387,1.0,0.3177077645625937,professional_law
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.0,0.66181976,0.8333333333333334,0.19249524059918424,college_computer_science
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.391754616303927,0.6208493,1.0,0.8044318848452129,high_school_biology
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.09814720774274492,0.49416104,1.0,0.2935788847885528,professional_law
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.3194444444444444,0.704592,1.0,0.288386088346888,high_school_mathematics
Who was the first Emperor of China?,syntax_manipulations,0.0,0.46516582,1.0,0.13250346420072132,high_school_world_history
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.49429512,1.0,0.6255254376861787,high_school_biology
Who was the first Emperor of China?,syntax_manipulations,0.08547008547008549,0.5156123,0.6666666666666666,0.5043348688665824,high_school_world_history
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.2717391304347826,0.34192094,1.0,0.5448570745913053,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.45454545454545453,0.82147413,1.0,0.6294220904478854,college_computer_science
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.0940303657694962,0.42993268,1.0,0.15465343668026532,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.2638888888888889,0.71894526,1.0,0.38417155705599465,high_school_mathematics
What is the recency effect in memory?,syntax_manipulations,0.6544540535073079,0.7556886,1.0,0.07827629799417109,high_school_psychology
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.34197437534909864,0.657489,1.0,0.3647452923510314,professional_law
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.25,0.6191726,1.0,0.3808274505976672,nutrition
What is the primary role of fiber in the diet?,syntax_manipulations,0.0,0.19537418,1.0,0.8161434522800164,nutrition
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.0,0.66181976,0.8333333333333334,0.19249524059918424,college_computer_science
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.49429512,1.0,0.6255254376861787,high_school_biology
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.10027910685805423,0.46899688,1.0,0.25110665028627277,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.7616666666666667,0.84032536,0.5,0.2184645957309392,high_school_mathematics
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.16666666666666666,0.6318063,0.5,0.4227242452316909,high_school_physics
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.20531958,0.8333333333333334,0.3147331134315004,high_school_physics
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.5216049382716049,0.7009334,1.0,0.5080427092816688,high_school_world_history
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.35395953,1.0,0.3225087024694359,philosophy
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.49016652,1.0,0.4712475404615663,high_school_psychology
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.0,0.4344597,0.6666666666666666,0.3820097165497321,professional_medicine
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.17020445,1.0,0.32496754784776716,professional_medicine
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.09845053516208557,0.5148732,1.0,0.259427660214563,professional_law
What is the primary role of fiber in the diet?,syntax_manipulations,0.0,0.12295178,1.0,0.8137577683186402,nutrition
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.03880876,0.8333333333333334,0.76782472559974,professional_medicine
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.4791666666666667,0.8134386,1.0,0.3808274505976672,nutrition
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.3194444444444444,0.704592,1.0,0.288386088346888,high_school_mathematics
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.08333333333333333,0.529483,0.8333333333333334,0.34305928916290657,professional_medicine
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.31238953693884763,0.3874506,1.0,0.47067191716662166,high_school_biology
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.0,0.65022326,0.8333333333333334,0.28629702285025627,college_computer_science
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.15151515151515152,0.36094502,1.0,0.6775768530099691,college_computer_science
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.50221497,1.0,0.4640452882879438,high_school_psychology
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.15151515151515152,0.40963927,1.0,0.6259995062592714,college_computer_science
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.04560685033507073,0.42367014,0.8333333333333334,0.3217485106294181,professional_law
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.08747687,1.0,0.8178246946293554,professional_medicine
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.08333333333333333,0.42420638,1.0,0.5759398902071254,professional_medicine
What is the primary role of fiber in the diet?,negation_based,0.032679738562091505,0.2074577,1.0,0.4632642271883909,nutrition
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.0,0.40379968,0.6666666666666666,0.14260638775829745,high_school_physics
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.32241028926103,0.6491847,1.0,0.33462183663510214,professional_law
What is the primary function of mitochondria in a cell?,negation_based,0.0784422296050203,0.27011704,1.0,0.7697250589544335,high_school_biology
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.39329326,1.0,0.5532526089105286,philosophy
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.3194444444444444,0.75430876,1.0,0.09682996777512624,high_school_mathematics
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.3125,0.82858723,0.8333333333333334,0.2694431270240985,college_computer_science
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.6855555555555556,0.8109582,0.5,0.012355273838331496,high_school_mathematics
Which of the following is Newton's Second Law of Motion?,negation_based,0.0,0.18269993,1.0,0.14806521060129044,high_school_physics
Who was the first Emperor of China?,negation_based,0.043859649122807015,0.41511643,0.6666666666666666,0.6294291336114045,high_school_world_history
The Treaty of Versailles was signed at the end of which war?,negation_based,0.5216049382716049,0.65647817,1.0,0.478357026575853,high_school_world_history
What is the recency effect in memory?,negation_based,0.5291485287615797,0.68589586,1.0,0.19869793212569534,high_school_psychology
"According to Kant's categorical imperative, one should:",negation_based,0.10087457761876367,0.3560176,1.0,0.34583671749420963,philosophy
Who was the first Emperor of China?,negation_based,0.07751937984496125,0.43069014,1.0,0.5757165850172627,high_school_world_history
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.0,0.46363983,0.5,0.1819310275998588,high_school_physics
What is the primary role of fiber in the diet?,negation_based,0.030303030303030304,0.13244766,1.0,0.33071026687744326,nutrition
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.2099819448920679,0.6832997,1.0,0.29081903646478074,professional_law
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.3125,0.8302376,0.8333333333333334,0.2893634367197218,college_computer_science
What is the recency effect in memory?,negation_based,0.5258500649033193,0.7004233,1.0,0.16235567149772656,high_school_psychology
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.6933333333333334,0.811011,0.5,0.013260557470429942,high_school_mathematics
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.50221497,1.0,0.4640452882879438,high_school_psychology
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.23359859,1.0,0.5136723338371746,professional_medicine
"According to Kant's categorical imperative, one should:",negation_based,0.11469942586963865,0.39268073,1.0,0.2088069372744251,philosophy
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.42112362,0.8333333333333334,0.3434079108174437,professional_medicine
What is the primary function of mitochondria in a cell?,negation_based,0.07575757575757576,0.23025982,1.0,0.6293056020033748,high_school_biology
Which of the following is Newton's Second Law of Motion?,negation_based,0.0,0.1692937,1.0,0.16159372635477268,high_school_physics
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.21693532,1.0,0.27803229001456764,philosophy
The Treaty of Versailles was signed at the end of which war?,negation_based,0.523741690408357,0.6556402,1.0,0.38595234991501215,high_school_world_history
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.3194444444444444,0.75430876,1.0,0.09682996777512624,high_school_mathematics
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.15151515151515152,0.38156953,1.0,0.33792833401366956,college_computer_science
Which of the following is NOT a water-soluble vitamin?,negation_based,0.25,0.589596,1.0,0.38828516286351095,nutrition
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.03561253561253561,0.34124947,0.8333333333333334,0.46133565419319106,professional_law
"According to Kant's categorical imperative, one should:",negation_based,0.08007288070579209,0.37211612,1.0,0.05234510869347675,philosophy
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.34046087,1.0,0.7208963559604591,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.3194444444444444,0.75430876,1.0,0.09682996777512624,high_school_mathematics
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.49980494,1.0,0.3869078977282829,high_school_psychology
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.22886140295395718,0.639678,1.0,0.29079325426204367,professional_law
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.0,0.32150877,0.5,0.41562535151524654,high_school_physics
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.10173723,1.0,0.7344837064450922,professional_medicine
Which of the following is Newton's Second Law of Motion?,negation_based,0.0,0.21723826,0.8333333333333334,0.3973530016373504,high_school_physics
What is the recency effect in memory?,negation_based,0.46595916625273076,0.72284824,1.0,0.11892954800271986,high_school_psychology
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.06766917293233084,0.33905056,1.0,0.5195605711264456,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.7538888888888889,0.85670024,0.5,0.07512278021225054,high_school_mathematics
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.38802266,0.8333333333333334,0.24330029741101133,professional_medicine
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.47331977,0.8333333333333334,0.701647182177831,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.0,0.20132041,1.0,0.4120644295259419,college_computer_science
What is the primary role of fiber in the diet?,negation_based,0.032051282051282055,0.22194819,1.0,0.4992576742179735,nutrition
The Treaty of Versailles was signed at the end of which war?,negation_based,0.523741690408357,0.6556402,1.0,0.38595234991501215,high_school_world_history
Who was the first Emperor of China?,negation_based,0.043859649122807015,0.43538868,0.5,0.603064871072506,high_school_world_history
What is the primary function of mitochondria in a cell?,negation_based,0.03875968992248063,0.286744,1.0,0.7918454487420054,high_school_biology
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.0,0.7196401,0.8333333333333334,0.2694431270240985,college_computer_science
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.3442389612209858,0.75589776,1.0,0.22681916964477908,professional_law
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.36377487,1.0,0.6772639537509949,professional_medicine
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.6855555555555556,0.8109582,0.5,0.012355273838331496,high_school_mathematics
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.0,0.6625387,0.8333333333333334,0.35962764259663826,college_computer_science
The Treaty of Versailles was signed at the end of which war?,negation_based,0.523741690408357,0.6556402,1.0,0.38595234991501215,high_school_world_history
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.0,0.30366367,0.6666666666666666,0.42332238390469223,high_school_physics
What is the primary function of mitochondria in a cell?,negation_based,0.07936507936507937,0.14797638,1.0,0.8539506460045453,high_school_biology
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.03507834757834758,0.3466337,1.0,0.31240088758876094,professional_law
Who was the first Emperor of China?,negation_based,0.5760995370370371,0.68087167,0.6666666666666666,0.3380168247048801,high_school_world_history
"According to Kant's categorical imperative, one should:",negation_based,0.10191570881226053,0.40398002,1.0,0.28424067347744536,philosophy
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.5505725,1.0,0.5891989898207936,high_school_biology
Which of the following is Newton's Second Law of Motion?,negation_based,0.0,0.1926483,1.0,0.21083719509364762,high_school_physics
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.16666666666666666,0.7514135,1.0,0.1666354454872299,high_school_mathematics
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.5,1.0,1.0,0.6709964969575459,college_computer_science
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.20784323,1.0,0.3309372416690812,professional_medicine
What is the recency effect in memory?,negation_based,0.5637661837965905,0.707068,1.0,0.18517076393028434,high_school_psychology
What is the primary role of fiber in the diet?,negation_based,0.11574074074074076,0.17863868,1.0,0.4311480254024303,nutrition
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.5390502,1.0,0.3638384665446712,high_school_psychology
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.33634916,1.0,0.5962221084941101,philosophy
What is the recency effect in memory?,negation_based,0.5444333746761966,0.69673467,1.0,0.19662079145175482,high_school_psychology
The Treaty of Versailles was signed at the end of which war?,negation_based,0.523741690408357,0.677223,1.0,0.38663448250494725,high_school_world_history
"According to Kant's categorical imperative, one should:",negation_based,0.12524801587301587,0.3704667,1.0,0.5903149277478927,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.16666666666666666,0.7514135,1.0,0.1666354454872299,high_school_mathematics
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.0,0.36066234,0.5,0.2555827842407445,high_school_physics
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.15151515151515152,0.48908162,1.0,0.625570620883666,college_computer_science
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.4503561,1.0,0.4404086799319975,high_school_psychology
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.022222222222222223,0.33739528,0.8333333333333334,0.5381181260780971,professional_law
What is the primary function of mitochondria in a cell?,negation_based,0.0,0.107261576,1.0,0.8522944374573872,high_school_biology
Who was the first Emperor of China?,negation_based,0.0,0.3031443,0.8333333333333334,0.7162886857453327,high_school_world_history
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.29692056072988476,0.7422599,1.0,0.29644068611147045,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.7538888888888889,0.85670024,0.5,0.07512278021225054,high_school_mathematics
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.35043907,1.0,0.5085878898168107,philosophy
What is the primary role of fiber in the diet?,negation_based,0.0,0.07769789,1.0,0.5798788298998189,nutrition
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.0,0.7196401,0.8333333333333334,0.2694431270240985,college_computer_science
Which of the following is Newton's Second Law of Motion?,negation_based,0.024154589371980676,0.18410045,1.0,0.4759821275974067,high_school_physics
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.40343294,1.0,0.262320264166003,professional_medicine
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.10564222,1.0,0.5308399029070539,professional_medicine
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.34060407,1.0,0.6670393096680333,philosophy
"According to Kant's categorical imperative, one should:",negation_based,0.09510569751533608,0.4094324,1.0,0.23652368780159175,philosophy
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
What is the recency effect in memory?,negation_based,0.5450511570210782,0.70478517,1.0,0.18517076393028434,high_school_psychology
The Treaty of Versailles was signed at the end of which war?,negation_based,0.523741690408357,0.6399955,1.0,0.5011065747799144,high_school_world_history
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.5,1.0,1.0,0.6709964969575459,college_computer_science
What is the primary role of fiber in the diet?,negation_based,0.0,0.15942948,1.0,0.8280059237314088,nutrition
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.5047663,1.0,0.425666533471796,high_school_psychology
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.38802266,0.8333333333333334,0.24330029741101133,professional_medicine
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.1388888888888889,0.44971362,0.4444444444444444,0.2705009245480802,high_school_physics
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.7538888888888889,0.85670024,0.5,0.07512278021225054,high_school_mathematics
Which of the following is Newton's Second Law of Motion?,negation_based,0.0,0.1668371,1.0,0.15472242234234856,high_school_physics
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.14653029,1.0,0.5468730765591351,professional_medicine
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.2764581046093651,0.68982476,1.0,0.3242008336938878,professional_law
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.0,0.7196401,0.8333333333333334,0.2694431270240985,college_computer_science
What is the primary function of mitochondria in a cell?,negation_based,0.0,0.15337391,1.0,0.8448447268195446,high_school_biology
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.03507834757834758,0.35555267,0.8333333333333334,0.3393417913850075,professional_law
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.3194444444444444,0.75430876,1.0,0.09682996777512624,high_school_mathematics
Who was the first Emperor of China?,negation_based,0.0,0.3551289,0.8333333333333334,0.6737088369993046,high_school_world_history
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Who was the first Emperor of China?,negation_based,0.0,0.3730781,0.6666666666666666,0.5768226493664822,high_school_world_history
What is the primary function of mitochondria in a cell?,negation_based,0.0844017094017094,0.17256148,1.0,0.9020773807150418,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.15151515151515152,0.39786544,1.0,0.7232187331155592,college_computer_science
"According to Kant's categorical imperative, one should:",negation_based,0.0588235294117647,0.313129,1.0,0.3734194402019721,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.21527777777777776,0.68720746,1.0,0.29681158507100597,high_school_mathematics
What is the recency effect in memory?,negation_based,0.5450511570210782,0.70478517,1.0,0.18517076393028434,high_school_psychology
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,negation_based,0.22583721516967845,0.6561257,1.0,0.3600431442946109,professional_law
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
What is the primary role of fiber in the diet?,negation_based,0.032051282051282055,0.16793948,1.0,0.3424689964239788,nutrition
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.0,0.7196401,0.8333333333333334,0.2694431270240985,college_computer_science
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.5399968,1.0,0.690788336821691,high_school_biology
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.022522522522522525,0.31961796,0.6666666666666666,0.4282328642300582,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,negation_based,0.6855555555555556,0.7703862,0.5,0.08889810712918315,high_school_mathematics
An object with mass m is moving with velocity v. What is its kinetic energy?,negation_based,0.0,0.639527,0.6666666666666666,0.33509373262412057,high_school_physics
Which of the following is Newton's Second Law of Motion?,negation_based,0.0,0.16599575,1.0,0.11017734604751046,high_school_physics
The Treaty of Versailles was signed at the end of which war?,negation_based,0.523741690408357,0.677223,1.0,0.38663448250494725,high_school_world_history
Which philosopher is associated with the concept of the 'social contract'?,negation_based,0.0,0.28822735,1.0,0.43131717328549085,philosophy
Which of the following is NOT one of Freud's psychosexual stages of development?,negation_based,0.25,0.48438883,1.0,0.38492714865222477,high_school_psychology
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.4266273,0.8333333333333334,0.2721653930020665,professional_medicine
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.17658043,1.0,0.552224974507549,professional_medicine
Under what circumstances can a private citizen legally use deadly force against another person?,negation_based,0.04525163578548278,0.36306462,0.8333333333333334,0.49224880675872945,professional_law
What is the primary role of fiber in the diet?,negation_based,0.0,0.10752127,1.0,0.6177841417794383,nutrition
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",negation_based,0.0,0.1747952,1.0,0.436552483241566,professional_medicine
Which of the following is NOT a water-soluble vitamin?,negation_based,0.9375,1.0,1.0,0.3808274505976672,nutrition
"If f(x) = 3x² - 2x + 5, what is f'(x)?",negation_based,0.16666666666666666,0.7514135,1.0,0.1666354454872299,high_school_mathematics
Which of the following is the most common cause of community-acquired pneumonia?,negation_based,0.0,0.39381918,1.0,0.262320264166003,professional_medicine
What is the primary function of mitochondria in a cell?,negation_based,0.07407407407407408,0.11794889,1.0,0.3522714576942609,high_school_biology
What is the time complexity of the quicksort algorithm in the average case?,negation_based,0.3125,0.82858723,0.8333333333333334,0.2694431270240985,college_computer_science
Which of the following is NOT involved in photosynthesis?,negation_based,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,negation_based,0.45454545454545453,0.7090747,1.0,0.3787402105064472,college_computer_science
Which of the following is NOT one of Freud's psychosexual stages of development?,partial_truths,0.3174603174603175,0.49132836,1.0,0.8044909073973319,high_school_psychology
Which of the following is NOT a principle of object-oriented programming?,partial_truths,0.05952380952380953,0.42969278,1.0,0.5844482511459049,college_computer_science
Under what circumstances can a private citizen legally use deadly force against another person?,partial_truths,0.03470042547255353,0.42632112,1.0,0.4341376779665018,professional_law
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",partial_truths,0.0,0.24652505,1.0,0.47528407139147894,professional_medicine
Which of the following is the most common cause of community-acquired pneumonia?,partial_truths,0.33386752136752146,0.5872123,1.0,0.3295554193784943,professional_medicine
