question,subject,correct_answer,llm_answer,is_correct,confidence,response_time,distractor_set,distractor_type,model
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,100.0,0.38651108741760254,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,100.0,0.5139789581298828,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,100.0,1.8430383205413818,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,Error: No clear answer,False,,1.2977559566497803,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,100.0,0.4548001289367676,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,95.0,0.6715750694274902,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,100.0,0.6284749507904053,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,100.0,0.46473217010498047,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,100.0,0.36339902877807617,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Ribosomes,False,90.0,0.4423561096191406,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,0.44471192359924316,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,1.7428569793701172,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv,False,100.0,0.5807700157165527,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.7814877033233643,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.4004201889038086,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,100.0,0.36211395263671875,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Emotional stage,False,90.0,0.5522382259368896,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.44332098960876465,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,95.0,0.5519170761108398,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,100.0,0.46193885803222656,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,100.0,0.507537841796875,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,0.4210331439971924,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,100.0,0.33316612243652344,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,100.0,0.39793992042541504,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.40990686416625977,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,100.0,0.46091127395629883,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,100.0,0.608799934387207,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,100.0,2.9095993041992188,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Functional decomposition,False,100.0,0.3877530097961426,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,"the question, we need to recall Freud's psychosexual stages of development. Freud proposed five stages: the oral stage, anal stage, phallic stage, latency stage, and genital stage. None of these stages correspond to the options provided in the question.",False,90.0,3.990839958190918,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,3.3728549480438232,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,5.1058831214904785,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,5.221189975738525,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,6.24894905090332,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.5177938938140869,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv,False,100.0,0.4986300468444824,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,90.0,0.9011900424957275,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.5565471649169922,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.5159919261932373,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,90.0,0.5457010269165039,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,100.0,0.6052520275115967,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,95.0,0.6011579036712646,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.43783020973205566,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,4.002940893173218,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.6056709289550781,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,95.0,0.4130990505218506,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.4333329200744629,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5748763084411621,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,100.0,0.8094449043273926,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,100.0,0.3893139362335205,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv²,True,100.0,0.4245889186859131,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.4817233085632324,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,90.0,1.4299018383026123,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.5081920623779297,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.6730916500091553,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,2.6363391876220703,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Insightful stage,False,95.0,0.4245340824127197,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,0.7155270576477051,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.5978679656982422,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.513718843460083,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.4185826778411865,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.36348605155944824,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.4308137893676758,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.49767398834228516,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.3974127769470215,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,,6.117073059082031,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.5419600009918213,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.4770021438598633,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,90.0,0.6311020851135254,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.6323139667510986,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin D,False,95.0,0.5033018589019775,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,90.0,0.48656225204467773,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,95.0,0.40691590309143066,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,95.0,0.40262889862060547,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,90.0,0.5660099983215332,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv²,True,100.0,0.3834559917449951,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,0.4531099796295166,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.5071349143981934,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5476369857788086,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,0.8486392498016357,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,2.8522589206695557,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.42391490936279297,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.36893510818481445,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.45620226860046387,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.6301560401916504,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.36834716796875,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,95.0,0.6582860946655273,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.569075345993042,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.44823598861694336,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,90.0,0.7163393497467041,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.4955718517303467,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,2.867668867111206,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.5100841522216797,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.5121171474456787,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv²,True,100.0,0.39078497886657715,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.41695690155029297,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.3657519817352295,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,90.0,0.854053258895874,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,95.0,0.4300088882446289,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,100.0,0.801642894744873,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,90.0,0.5293350219726562,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.5349249839782715,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,,3.1047139167785645,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.4752318859100342,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,0.4262888431549072,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5159211158752441,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.4726979732513428,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Emotional stage,False,95.0,0.4007711410522461,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.36981701850891113,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5952939987182617,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.49751901626586914,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.7335910797119141,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,is:,False,100.0,2.3290717601776123,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv²,True,100.0,0.3789181709289551,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,90.0,0.42697906494140625,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.5041787624359131,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Behavioral stage,False,95.0,0.7483739852905273,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,0.8047029972076416,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.40279126167297363,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,95.0,0.411696195602417,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.3946266174316406,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,90.0,0.6035919189453125,mmlu_distractors_syntax_manipulations,syntax_manipulations,gpt-4o-mini
